Pixel_X,Pixel_Y,Latitude,Longitude,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B10,B11,B12,Red_NIR_Ratio,SWIR_Ratio,Visible_SWIR_Ratio,Red_SWIR_Index,Mn_Score,Mn_Class
28,18,22.0118,80.2128,0.14,0.276027,0.227637,0.172406,0.203669,0.083961,0.42057,0.312407,0.480664,0.255099,0.033156,0.457763,0.073948,0.551864,6.190294,0.752368,-0.452826,31.820812,MEDIUM
29,18,22.0118,80.2129,0.218574,0.037689,0.030312,0.110626,0.335555,0.115731,0.272472,0.18605,0.485536,0.033244,0.183289,0.370835,0.186415,0.594602,1.989294,0.252916,-0.540458,10.472219,LOW
30,18,22.0118,80.213,0.179793,0.045136,0.308568,0.222559,0.325133,0.1406,0.251393,0.25284,0.048257,0.04946,0.153124,0.142758,0.3384,0.880237,0.421862,1.103849,0.218442,9.493515,LOW
31,18,22.0118,80.2131,0.056973,0.278024,0.314738,0.305664,0.112941,0.41626,0.360716,0.45573,0.047023,0.121269,0.167626,0.282627,0.102967,0.670712,2.744837,1.608955,0.039159,20.429828,LOW
32,18,22.0118,80.2132,0.216273,0.134951,0.258637,0.233362,0.221843,0.051239,0.035821,0.12464,0.095741,0.04805,0.171367,0.445856,0.064708,1.872287,6.890329,0.963638,-0.312851,42.400303,MEDIUM
33,18,22.0118,80.2133,0.073128,0.28469,0.047777,0.296932,0.314591,0.054655,0.229788,0.520803,0.336726,0.232223,0.130546,0.478688,0.243925,0.570143,1.962441,0.477031,-0.234336,11.890157,LOW
34,18,22.0118,80.2134,0.036951,0.153264,0.134488,0.295927,0.222069,0.135886,0.232224,0.289826,0.195439,0.245585,0.129553,0.264112,0.142677,1.02105,1.851122,1.05808,0.056808,16.212047,LOW
35,18,22.0118,80.2135,0.039523,0.14152,0.110578,0.071209,0.286993,0.217333,0.082232,0.225502,0.248022,0.293726,0.145828,0.26396,0.06653,0.315779,3.967551,0.550054,-0.575086,19.267768,LOW
36,18,22.0118,80.2136,0.200378,0.245838,0.159481,0.178638,0.083231,0.187022,0.37443,0.530562,0.085248,0.212511,0.058427,0.381123,0.064336,0.336696,5.923944,0.759035,-0.361735,29.867166,LOW
37,18,22.0118,80.2137,0.213283,0.150133,0.053692,0.101939,0.255435,0.177659,0.197065,0.458729,0.172259,0.062525,0.192728,0.149122,0.199391,0.222221,0.747889,0.446558,-0.187933,4.608303,LOW
38,18,22.0118,80.2138,0.222547,0.069885,0.095382,0.038706,0.093094,0.290943,0.034443,0.073037,0.489443,0.279112,0.058828,0.348639,0.219898,0.529944,1.585459,0.235846,-0.800149,7.408114,LOW
39,18,22.0118,80.2139,0.19351,0.140218,0.167669,0.051941,0.173704,0.168643,0.137794,0.276559,0.236886,0.219921,0.126723,0.469218,0.19376,0.187813,2.421639,0.331249,-0.80067,10.023177,LOW
0,19,22.0119,80.21,0.225627,0.07805,0.305853,0.338778,0.132979,0.263461,0.430495,0.034958,0.386922,0.210366,0.0406,0.25735,0.368843,9.691101,0.697722,1.029447,0.136596,51.642892,MEDIUM
1,19,22.0119,80.2101,0.233348,0.27323,0.296174,0.300472,0.146606,0.240599,0.122189,0.517382,0.318021,0.103484,0.092484,0.066804,0.315169,0.580755,0.211964,1.562011,0.636217,9.843459,LOW
2,19,22.0119,80.2102,0.143547,0.258594,0.235192,0.317491,0.255047,0.187326,0.238292,0.193936,0.474746,0.10537,0.049001,0.443855,0.353641,1.63709,1.2551,0.693022,-0.165975,14.467074,LOW
3,19,22.0119,80.2103,0.16542,0.055133,0.027313,0.073888,0.382935,0.098891,0.071054,0.485793,0.076853,0.186917,0.154481,0.166549,0.41719,0.152098,0.399216,0.173367,-0.385384,1.170879,LOW
4,19,22.0119,80.2104,0.239291,0.116834,0.184275,0.108486,0.371256,0.078301,0.059552,0.340121,0.060734,0.247615,0.090678,0.10641,0.455483,0.318962,0.233621,0.521026,0.009658,3.500174,LOW
5,19,22.0119,80.2105,0.138266,0.247408,0.327254,0.10854,0.163502,0.145614,0.371582,0.281021,0.402931,0.148333,0.083974,0.29171,0.240063,0.386233,1.215143,0.819511,-0.457641,7.893397,LOW
6,19,22.0119,80.2106,0.075372,0.026609,0.101099,0.163066,0.104273,0.402882,0.313367,0.409675,0.116332,0.091885,0.065621,0.180142,0.221326,0.398036,0.813921,0.657997,-0.049756,6.836813,LOW
7,19,22.0119,80.2107,0.235882,0.020893,0.031415,0.294341,0.256422,0.44253,0.296447,0.094503,0.097533,0.118463,0.100219,0.213414,0.336741,3.114627,0.633764,0.592118,0.159382,19.186818,LOW
8,19,22.0119,80.2108,0.031656,0.071927,0.128548,0.201568,0.299182,0.065395,0.444303,0.476627,0.254218,0.091217,0.120085,0.48827,0.310084,0.422904,1.574637,0.413496,-0.415608,8.613725,LOW
9,19,22.0119,80.2109,0.15417,0.28065,0.166138,0.214791,0.273677,0.415707,0.330175,0.212577,0.26754,0.263996,0.165738,0.103622,0.213832,1.010411,0.484594,1.19995,0.349134,11.108164,LOW
10,19,22.0119,80.211,0.233775,0.154812,0.33625,0.300583,0.190736,0.149634,0.099844,0.272664,0.165522,0.290755,0.198371,0.090738,0.47738,1.102395,0.190074,1.120954,0.536249,10.496009,LOW
11,19,22.0119,80.2111,0.191203,0.068951,0.34559,0.145686,0.244118,0.117443,0.263945,0.441306,0.342012,0.148421,0.017654,0.094394,0.368744,0.330125,0.255988,1.060755,0.213646,5.984038,LOW
12,19,22.0119,80.2112,0.159261,0.079752,0.04746,0.307461,0.394126,0.060362,0.321325,0.272559,0.402495,0.170225,0.130324,0.197387,0.26169,1.128055,0.754279,0.773118,0.218033,11.180298,LOW
13,19,22.0119,80.2113,0.131881,0.058086,0.226137,0.347053,0.048204,0.103435,0.207699,0.414036,0.052985,0.080016,0.049455,0.270382,0.187185,0.83822,1.444466,1.252693,0.124178,14.265515,LOW
14,19,22.0119,80.2114,0.082691,0.180553,0.15167,0.182122,0.331587,0.068901,0.440618,0.532478,0.414936,0.178425,0.018346,0.296217,0.372539,0.342028,0.79513,0.499125,-0.238522,5.398332,LOW
15,19,22.0119,80.2115,0.149567,0.076418,0.251909,0.236938,0.117495,0.148221,0.42732,0.309661,0.422963,0.177366,0.076914,0.067143,0.39223,0.765152,0.171184,1.064158,0.558384,8.716476,LOW
16,19,22.0119,80.2116,0.189874,0.193556,0.316912,0.282079,0.25446,0.439433,0.263189,0.093108,0.353816,0.049286,0.159047,0.263393,0.142817,3.029581,1.844267,1.47458,0.034255,26.836996,LOW
17,19,22.0119,80.2117,0.149079,0.293682,0.268709,0.087232,0.369539,0.410657,0.161284,0.180666,0.35673,0.276263,0.155081,0.413057,0.434988,0.482834,0.949585,0.419719,-0.651275,5.244215,LOW
18,19,22.0119,80.2118,0.19627,0.193368,0.169826,0.141174,0.353723,0.363794,0.306718,0.420202,0.115175,0.048007,0.049747,0.41394,0.427246,0.335968,0.968855,0.369716,-0.491368,4.989298,LOW
19,19,22.0119,80.2119,0.242437,0.085944,0.032309,0.036205,0.037039,0.345588,0.225345,0.370743,0.483586,0.13066,0.030064,0.04564,0.495801,0.097656,0.092053,0.126541,-0.115273,0.172587,LOW
20,19,22.0119,80.212,0.167066,0.065929,0.325362,0.333646,0.367365,0.223353,0.124873,0.098907,0.487354,0.036493,0.177814,0.404133,0.030552,3.373349,13.227576,1.51606,-0.095539,81.588365,HIGH
21,19,22.0119,80.2121,0.182812,0.098914,0.328475,0.171975,0.203237,0.143206,0.230537,0.246328,0.224316,0.059847,0.092678,0.309364,0.196037,0.698156,1.578086,0.990203,-0.285431,12.132791,LOW
22,19,22.0119,80.2122,0.215335,0.154525,0.231808,0.180584,0.037275,0.201008,0.365532,0.200105,0.28482,0.155309,0.08108,0.041326,0.035414,0.902449,1.166948,5.373843,0.62754,27.731265,LOW
23,19,22.0119,80.2123,0.147229,0.079633,0.312271,0.044073,0.095891,0.283679,0.304079,0.219967,0.402491,0.028827,0.010266,0.379557,0.397045,0.20036,0.955956,0.45885,-0.791929,3.631054,LOW
24,19,22.0119,80.2124,0.08632,0.022014,0.128945,0.31193,0.21773,0.24358,0.28076,0.235131,0.398337,0.288168,0.01457,0.148318,0.274391,1.326621,0.540536,1.042976,0.355486,12.383248,LOW
25,19,22.0119,80.2125,0.202504,0.241465,0.135227,0.139779,0.072573,0.252287,0.111861,0.505513,0.351701,0.22535,0.096859,0.362307,0.239476,0.27651,1.512917,0.456986,-0.443206,7.686894,LOW
26,19,22.0119,80.2126,0.209711,0.177015,0.338887,0.092889,0.086002,0.158396,0.388125,0.165903,0.151366,0.027856,0.072396,0.293897,0.10922,0.559901,2.690867,1.071093,-0.519688,16.225848,LOW
27,19,22.0119,80.2127,0.245371,0.223478,0.130899,0.158978,0.348011,0.086435,0.131056,0.213853,0.036889,0.233241,0.146187,0.200042,0.239186,0.743401,0.836344,0.659969,-0.114377,8.366623,LOW
28,19,22.0119,80.2128,0.024874,0.130901,0.169874,0.161924,0.076523,0.285837,0.115432,0.136797,0.45266,0.262544,0.093316,0.413003,0.120084,1.183683,3.439283,0.622408,-0.436715,21.520662,LOW
29,19,22.0119,80.2129,0.136617,0.083552,0.12731,0.22309,0.3381,0.325193,0.33758,0.303036,0.160135,0.052358,0.087657,0.277949,0.036977,0.736182,7.516753,1.112641,-0.109491,41.110975,MEDIUM
30,19,22.0119,80.213,0.034085,0.19018,0.091266,0.184051,0.219841,0.44656,0.340468,0.517816,0.137454,0.225932,0.103762,0.457414,0.100929,0.355437,4.532017,0.493096,-0.426154,22.39025,LOW
31,19,22.0119,80.2131,0.134146,0.136742,0.164182,0.112398,0.079629,0.386686,0.095062,0.271237,0.254076,0.174936,0.028897,0.491308,0.376772,0.414391,1.303991,0.318612,-0.627639,6.343708,LOW
32,19,22.0119,80.2132,0.129814,0.098607,0.268483,0.062485,0.337991,0.292108,0.371957,0.059565,0.250873,0.22835,0.028402,0.283439,0.155944,1.049028,1.817566,0.753257,-0.638733,13.056497,LOW
33,19,22.0119,80.2133,0.070547,0.258425,0.263651,0.065174,0.094468,0.255535,0.329063,0.359991,0.394158,0.116868,0.077652,0.327466,0.469471,0.181043,0.697522,0.41261,-0.668023,2.570705,LOW
34,19,22.0119,80.2134,0.249812,0.29189,0.035565,0.216712,0.04999,0.091681,0.171639,0.086673,0.121077,0.230842,0.013476,0.282542,0.450901,2.500353,0.626617,0.343963,-0.131856,14.583537,LOW
35,19,22.0119,80.2135,0.190852,0.239466,0.128042,0.259315,0.386772,0.28117,0.089259,0.178591,0.411513,0.105586,0.012656,0.064239,0.221839,1.452009,0.289577,1.354022,0.602914,13.541061,LOW
36,19,22.0119,80.2136,0.108799,0.271245,0.286382,0.056097,0.180929,0.033479,0.102762,0.043048,0.408031,0.221326,0.142058,0.412633,0.356329,1.303134,1.158012,0.445378,-0.760644,9.809506,LOW
37,19,22.0119,80.2137,0.202819,0.186167,0.294386,0.205337,0.314615,0.166987,0.213625,0.173041,0.150685,0.202195,0.040443,0.190895,0.396828,1.186639,0.481053,0.85027,0.036448,9.84643,LOW
38,19,22.0119,80.2138,0.076767,0.090097,0.127835,0.275406,0.268827,0.062401,0.178028,0.070818,0.271241,0.135962,0.065501,0.117695,0.361643,3.88895,0.325446,0.841246,0.401196,22.909267,LOW
39,19,22.0119,80.2139,0.085446,0.256804,0.284053,0.03426,0.295157,0.444959,0.08783,0.507505,0.449219,0.114766,0.132806,0.235688,0.169461,0.067506,1.390812,0.785668,-0.746176,6.213647,LOW
0,20,22.012,80.21,0.198569,0.223866,0.258049,0.282075,0.151858,0.348539,0.240808,0.253084,0.251398,0.175426,0.151762,0.056071,0.301756,1.114551,0.185815,1.509458,0.668363,12.16168,LOW
1,20,22.012,80.2101,0.179892,0.060427,0.135292,0.086216,0.102998,0.128798,0.152386,0.424917,0.177615,0.29933,0.146669,0.179485,0.153214,0.202901,1.171465,0.665791,-0.351029,6.680826,LOW
2,20,22.012,80.2102,0.200508,0.295255,0.195779,0.282726,0.205966,0.375156,0.360785,0.256115,0.260891,0.063941,0.199541,0.336544,0.458618,1.1039,0.733822,0.601771,-0.086906,9.481029,LOW
3,20,22.012,80.2103,0.109547,0.283406,0.076939,0.220091,0.243494,0.190569,0.379019,0.269293,0.427062,0.102857,0.187778,0.021977,0.148211,0.817294,0.148279,1.745309,0.818426,11.797947,LOW
4,20,22.012,80.2104,0.062504,0.124527,0.029743,0.228063,0.305657,0.165976,0.358703,0.355703,0.122009,0.068808,0.037894,0.229764,0.303856,0.64116,0.756163,0.483126,-0.003716,7.303604,LOW
5,20,22.012,80.2105,0.11994,0.145426,0.093208,0.057766,0.262986,0.296816,0.033437,0.298703,0.310018,0.154752,0.182015,0.350678,0.35391,0.193389,0.990868,0.214273,-0.717141,3.231024,LOW
6,20,22.012,80.2106,0.190357,0.134704,0.209764,0.307623,0.212861,0.124184,0.063917,0.050981,0.400943,0.07832,0.15178,0.093612,0.138928,6.034135,0.673818,2.224937,0.533381,39.351947,MEDIUM
7,20,22.012,80.2107,0.214656,0.161147,0.276723,0.15094,0.384088,0.045831,0.228885,0.363234,0.364901,0.079522,0.064562,0.417779,0.299505,0.415544,1.394896,0.596226,-0.469193,8.139781,LOW
8,20,22.012,80.2108,0.227514,0.095192,0.321379,0.146838,0.151317,0.241606,0.174079,0.091351,0.038897,0.296381,0.125944,0.24026,0.071812,1.607394,3.345688,1.500348,-0.241341,26.427266,LOW
9,20,22.012,80.2109,0.248314,0.064869,0.313973,0.303175,0.05648,0.394833,0.28295,0.20965,0.118009,0.043024,0.175045,0.226379,0.415719,1.4461,0.544549,0.961143,0.14502,12.048336,LOW
10,20,22.012,80.211,0.092045,0.283032,0.035376,0.110319,0.393923,0.126197,0.264942,0.481561,0.291581,0.204908,0.092472,0.457384,0.118324,0.229085,3.865512,0.253071,-0.611351,17.339684,LOW
11,20,22.012,80.2111,0.212752,0.207875,0.303759,0.302449,0.279816,0.21859,0.264245,0.228462,0.286732,0.153897,0.080894,0.330884,0.129835,1.323848,2.548496,1.315786,-0.044897,21.393225,LOW
12,20,22.012,80.2112,0.249655,0.296042,0.054452,0.091606,0.263701,0.048046,0.1425,0.49161,0.03272,0.284293,0.185152,0.046312,0.297127,0.186339,0.155866,0.425282,0.328413,3.210644,LOW
13,20,22.012,80.2113,0.084311,0.215508,0.047404,0.325902,0.060767,0.442592,0.100549,0.12682,0.273515,0.237969,0.044928,0.071357,0.388129,2.569795,0.183848,0.812444,0.640755,16.714185,LOW
14,20,22.012,80.2114,0.021164,0.110929,0.122977,0.120424,0.318071,0.0736,0.199189,0.425706,0.183982,0.081843,0.117627,0.022961,0.186485,0.282882,0.123125,1.162119,0.679731,6.91403,LOW
15,20,22.012,80.2115,0.052771,0.244287,0.116223,0.304131,0.243373,0.341764,0.070729,0.246293,0.15809,0.289806,0.103745,0.076088,0.168665,1.234833,0.451117,1.71746,0.599768,14.407081,LOW
16,20,22.012,80.2116,0.198867,0.088129,0.298796,0.030513,0.226918,0.175133,0.351409,0.542863,0.036076,0.113733,0.18437,0.223727,0.246138,0.056207,0.908951,0.700857,-0.75997,3.591102,LOW
17,20,22.012,80.2117,0.204891,0.299663,0.146391,0.186428,0.232984,0.055911,0.069224,0.525377,0.313233,0.024534,0.025217,0.491355,0.178584,0.354847,2.751388,0.49679,-0.449888,13.969441,LOW
18,20,22.012,80.2118,0.079743,0.127585,0.116301,0.271658,0.130684,0.408537,0.199702,0.156022,0.068575,0.201426,0.190067,0.216424,0.217436,1.741159,0.995344,0.894204,0.113166,15.239101,LOW
19,20,22.012,80.2119,0.23625,0.136593,0.197753,0.118889,0.14052,0.065775,0.176237,0.068576,0.378754,0.259271,0.07348,0.168841,0.468321,1.733675,0.360524,0.496956,-0.173608,10.08539,LOW
20,20,22.012,80.212,0.074386,0.213602,0.331245,0.042718,0.237304,0.048398,0.109632,0.323853,0.077626,0.298315,0.079914,0.289446,0.109911,0.131905,2.633454,0.936411,-0.74279,12.828905,LOW
21,20,22.012,80.2121,0.187569,0.10534,0.112977,0.145059,0.129875,0.182218,0.160804,0.163165,0.08319,0.031244,0.193927,0.181628,0.475831,0.889036,0.381707,0.392476,-0.111938,6.087528,LOW
22,20,22.012,80.2122,0.062432,0.144528,0.293015,0.200244,0.336293,0.087773,0.324617,0.258141,0.458854,0.273868,0.153295,0.264466,0.339718,0.775714,0.778489,0.816405,-0.1382,8.661616,LOW
23,20,22.012,80.2123,0.194165,0.117639,0.260409,0.036459,0.309826,0.322401,0.217163,0.325077,0.33601,0.071138,0.139957,0.181365,0.055803,0.112155,3.250095,1.251724,-0.665243,16.85869,LOW
24,20,22.012,80.2124,0.031688,0.026659,0.174805,0.078742,0.025689,0.412994,0.170318,0.289635,0.267499,0.236942,0.135819,0.488325,0.15285,0.271865,3.194804,0.39544,-0.722285,14.49156,LOW
25,20,22.012,80.2125,0.155738,0.18457,0.265823,0.213255,0.087832,0.095602,0.373066,0.228608,0.293188,0.188321,0.019229,0.176064,0.27869,0.932841,0.631754,1.053488,0.09553,10.183194,LOW
26,20,22.012,80.2126,0.100264,0.181191,0.184059,0.21291,0.380515,0.352581,0.21523,0.227223,0.175974,0.160439,0.096024,0.491205,0.151848,0.937011,3.234852,0.61732,-0.39524,19.517747,LOW
27,20,22.012,80.2127,0.171593,0.117794,0.251576,0.255319,0.035482,0.236988,0.026048,0.211338,0.208732,0.062495,0.016833,0.223888,0.087984,1.208106,2.54463,1.625329,0.06559,22.145931,LOW
28,20,22.012,80.2128,0.223962,0.123846,0.136486,0.119565,0.331142,0.067069,0.236898,0.485342,0.370012,0.108333,0.191437,0.170143,0.494793,0.246351,0.343867,0.385075,-0.174585,2.675135,LOW
29,20,22.012,80.2129,0.09409,0.030658,0.176781,0.199873,0.246972,0.207631,0.420354,0.547416,0.195664,0.059242,0.147457,0.215198,0.185097,0.36512,1.162626,0.94094,-0.036923,9.243866,LOW
30,20,22.012,80.213,0.238746,0.106459,0.089489,0.254794,0.367855,0.263505,0.236414,0.232693,0.304996,0.293581,0.098931,0.457775,0.418121,1.094978,1.094838,0.393064,-0.284858,9.86105,LOW
31,20,22.012,80.2131,0.12393,0.226302,0.124047,0.228742,0.202676,0.140565,0.041196,0.35726,0.353626,0.060339,0.01691,0.284373,0.050806,0.640267,5.597233,1.052537,-0.10842,31.469162,MEDIUM
32,20,22.012,80.2132,0.111975,0.15746,0.347656,0.264771,0.060022,0.07153,0.340945,0.316059,0.189951,0.140749,0.089328,0.154006,0.059883,0.837726,2.571787,2.863301,0.264498,25.030307,LOW
33,20,22.012,80.2133,0.067041,0.071816,0.217028,0.04293,0.201196,0.266343,0.274561,0.276703,0.328768,0.030861,0.012566,0.494121,0.397456,0.15515,1.243211,0.291572,-0.840126,4.092758,LOW
34,20,22.012,80.2134,0.0328,0.057092,0.226913,0.23395,0.306781,0.383157,0.077945,0.298188,0.196766,0.184263,0.03901,0.46736,0.159,0.78457,2.939378,0.73578,-0.33282,17.981808,LOW
35,20,22.012,80.2135,0.03405,0.155026,0.127621,0.082354,0.082144,0.174182,0.287982,0.17892,0.034373,0.261603,0.012223,0.258436,0.247459,0.460284,1.044359,0.415056,-0.516687,5.989555,LOW
36,20,22.012,80.2136,0.215533,0.15219,0.222665,0.150294,0.1337,0.047213,0.311773,0.188815,0.113697,0.225693,0.029306,0.247575,0.422799,0.795984,0.585563,0.556345,-0.244506,6.705376,LOW
37,20,22.012,80.2137,0.021681,0.148842,0.104877,0.172862,0.13493,0.283859,0.376024,0.313562,0.456099,0.056079,0.045178,0.451849,0.498259,0.551285,0.906855,0.292323,-0.446586,5.6067,LOW
38,20,22.012,80.2138,0.169109,0.185196,0.143536,0.061276,0.359504,0.424355,0.202327,0.112612,0.192656,0.096681,0.1391,0.167352,0.264891,0.54413,0.631776,0.473833,-0.463971,4.795778,LOW
39,20,22.012,80.2139,0.160215,0.117731,0.343077,0.06803,0.142816,0.43975,0.407564,0.204336,0.275174,0.251291,0.03374,0.481443,0.359839,0.332934,1.337939,0.488668,-0.75238,6.262539,LOW
0,21,22.0121,80.21,0.155064,0.130465,0.272606,0.05196,0.029202,0.382908,0.230344,0.175319,0.410231,0.266416,0.066914,0.075775,0.313709,0.296373,0.241546,0.83332,-0.186444,3.794845,LOW
1,21,22.0121,80.2101,0.12577,0.112068,0.162536,0.106278,0.356866,0.063634,0.331229,0.341325,0.402894,0.171159,0.106783,0.234213,0.384391,0.311368,0.60931,0.434548,-0.375738,3.751276,LOW
2,21,22.0121,80.2102,0.034705,0.194389,0.204667,0.256949,0.388727,0.234342,0.385854,0.37156,0.395185,0.02411,0.147143,0.476615,0.374632,0.691541,1.272221,0.542281,-0.299451,9.221462,LOW
3,21,22.0121,80.2103,0.064257,0.029564,0.122351,0.122177,0.299449,0.23976,0.430144,0.290781,0.171665,0.231616,0.078102,0.368679,0.394473,0.420169,0.934611,0.320418,-0.502187,5.035651,LOW
4,21,22.0121,80.2104,0.179754,0.217048,0.252155,0.199506,0.06731,0.082867,0.351011,0.527467,0.32275,0.029153,0.151797,0.497494,0.031113,0.378234,15.990069,0.854437,-0.427529,77.388558,HIGH
5,21,22.0121,80.2105,0.224927,0.244672,0.116353,0.314905,0.247209,0.052784,0.414352,0.219831,0.383765,0.040132,0.16948,0.25838,0.239827,1.432488,1.077359,0.86562,0.098598,14.04056,LOW
6,21,22.0121,80.2106,0.130906,0.12241,0.297936,0.083594,0.360707,0.291281,0.098514,0.405167,0.315238,0.214534,0.177059,0.206646,0.38663,0.20632,0.534481,0.643089,-0.423966,3.40873,LOW
7,21,22.0121,80.2107,0.109795,0.028317,0.3323,0.122435,0.315976,0.048428,0.146153,0.14158,0.207386,0.17405,0.15179,0.115743,0.07443,0.864774,1.555063,2.391159,0.028094,18.169897,LOW
8,21,22.0121,80.2108,0.211686,0.216924,0.240949,0.212904,0.348726,0.402614,0.240181,0.438442,0.346576,0.078147,0.090144,0.442329,0.394583,0.485593,1.121002,0.542296,-0.350142,7.386974,LOW
9,21,22.0121,80.2109,0.029241,0.197671,0.086385,0.024445,0.164398,0.223059,0.338242,0.449411,0.16887,0.113307,0.190756,0.474356,0.170848,0.054393,2.776478,0.171775,-0.901986,10.24634,LOW
10,21,22.0121,80.211,0.157672,0.23098,0.164409,0.228019,0.397001,0.068212,0.179849,0.143697,0.304819,0.212506,0.039375,0.144481,0.306135,1.586809,0.471952,0.870871,0.224263,12.33344,LOW
11,21,22.0121,80.2111,0.243383,0.059187,0.115384,0.064884,0.062512,0.17835,0.353368,0.50261,0.366286,0.269271,0.167209,0.489318,0.404636,0.129094,1.209279,0.201653,-0.765847,3.762346,LOW
12,21,22.0121,80.2112,0.118909,0.180091,0.141378,0.332807,0.21426,0.305412,0.067713,0.515763,0.279049,0.18537,0.188283,0.242764,0.440867,0.645271,0.55065,0.693628,0.156442,7.518071,LOW
13,21,22.0121,80.2113,0.089426,0.127947,0.073511,0.330333,0.367428,0.119404,0.295347,0.470199,0.399862,0.103154,0.097447,0.104849,0.254332,0.702539,0.412252,1.124349,0.518138,9.616247,LOW
14,21,22.0121,80.2114,0.105659,0.037433,0.219531,0.141459,0.33238,0.115874,0.100234,0.264877,0.210372,0.156424,0.086507,0.158857,0.109713,0.534053,1.447932,1.344119,-0.057933,12.570837,LOW
15,21,22.0121,80.2115,0.152152,0.197788,0.127077,0.163762,0.209931,0.171947,0.229383,0.045522,0.299712,0.278356,0.146103,0.453338,0.099235,3.597394,4.568321,0.526335,-0.469253,37.742181,MEDIUM
16,21,22.0121,80.2116,0.222803,0.161513,0.074866,0.239057,0.22258,0.098038,0.440117,0.244658,0.227465,0.294928,0.056714,0.187835,0.10024,0.977106,1.873846,1.089728,0.119989,16.409126,LOW
17,21,22.0121,80.2117,0.187728,0.245336,0.329905,0.201798,0.234028,0.030621,0.130141,0.326145,0.48237,0.221311,0.169471,0.162373,0.148807,0.618735,1.091168,1.708668,0.108259,12.954413,LOW
18,21,22.0121,80.2118,0.098767,0.118512,0.029659,0.336605,0.249026,0.442763,0.266244,0.071134,0.12031,0.248919,0.029911,0.117997,0.119186,4.732023,0.99003,1.544227,0.480877,32.432085,MEDIUM
19,21,22.0121,80.2119,0.107996,0.134399,0.349524,0.311555,0.04898,0.307847,0.446742,0.18224,0.212403,0.132182,0.032979,0.268956,0.411697,1.709587,0.653286,0.971242,0.073381,13.602433,LOW
20,21,22.0121,80.212,0.166056,0.092746,0.054313,0.301805,0.244163,0.383739,0.32662,0.088353,0.359032,0.137658,0.094905,0.335524,0.277231,3.415893,1.210268,0.581175,-0.052906,22.607313,LOW
21,21,22.0121,80.2121,0.164454,0.156603,0.166445,0.17773,0.276741,0.301511,0.020437,0.203567,0.418931,0.247375,0.179673,0.038417,0.138925,0.873078,0.276533,1.940734,0.644526,12.728855,LOW
22,21,22.0121,80.2122,0.046195,0.153057,0.18029,0.196081,0.300653,0.120989,0.172391,0.180567,0.41568,0.093023,0.02412,0.256014,0.180147,1.085917,1.421139,0.862917,-0.132567,13.295872,LOW
23,21,22.0121,80.2123,0.152689,0.039952,0.264622,0.076498,0.096436,0.299202,0.405899,0.126584,0.143196,0.11829,0.198565,0.404745,0.168257,0.604325,2.405522,0.595322,-0.682083,13.099029,LOW
24,21,22.0121,80.2124,0.191813,0.288486,0.32178,0.29811,0.190123,0.233485,0.036262,0.051634,0.357684,0.166176,0.017064,0.47905,0.247815,5.773577,1.933096,0.852826,-0.232822,37.349143,MEDIUM
25,21,22.0121,80.2125,0.049258,0.25047,0.147236,0.158353,0.206645,0.122187,0.090988,0.204859,0.04601,0.127016,0.182448,0.143409,0.306239,0.772985,0.468293,0.679617,0.049521,7.352593,LOW
26,21,22.0121,80.2126,0.198452,0.257809,0.252923,0.255691,0.289112,0.19937,0.389681,0.049054,0.359631,0.272624,0.08136,0.445188,0.449541,5.212393,0.990317,0.568456,-0.270371,29.284968,LOW
27,21,22.0121,80.2127,0.054174,0.156993,0.028181,0.114324,0.152266,0.185093,0.420203,0.543768,0.252811,0.286294,0.119892,0.041748,0.286856,0.210243,0.145536,0.433666,0.465016,3.727891,LOW
28,21,22.0121,80.2128,0.03989,0.125808,0.028044,0.304621,0.355036,0.443585,0.141084,0.523003,0.387488,0.210385,0.119452,0.116596,0.116026,0.582447,1.004914,1.430068,0.446385,12.565611,LOW
29,21,22.0121,80.2129,0.148158,0.222842,0.130834,0.199023,0.22449,0.389744,0.024018,0.37308,0.090689,0.291878,0.102644,0.13043,0.219173,0.533459,0.595098,0.943516,0.208203,8.145604,LOW
30,21,22.0121,80.213,0.199627,0.296602,0.147205,0.19006,0.221996,0.120879,0.028553,0.161074,0.205026,0.157115,0.13214,0.319098,0.116024,1.179951,2.750268,0.775104,-0.253435,19.321054,LOW
31,21,22.0121,80.2131,0.161766,0.231537,0.147218,0.183663,0.031382,0.034298,0.334566,0.370526,0.389708,0.214477,0.193439,0.296264,0.489552,0.495681,0.605174,0.421067,-0.234622,4.99601,LOW
32,21,22.0121,80.2132,0.159546,0.045554,0.158526,0.026633,0.331221,0.28023,0.188011,0.407672,0.067142,0.257579,0.170856,0.083767,0.424573,0.065329,0.197296,0.364243,-0.517519,0,LOW
33,21,22.0121,80.2133,0.041225,0.244193,0.224913,0.230543,0.181358,0.027967,0.063188,0.348672,0.402558,0.291489,0.179616,0.161363,0.37707,0.661201,0.427939,0.845889,0.17652,7.556132,LOW
34,21,22.0121,80.2134,0.153184,0.14732,0.091674,0.139171,0.079086,0.41955,0.127081,0.419203,0.148566,0.254662,0.01632,0.287763,0.375043,0.33199,0.767282,0.348286,-0.348044,4.406092,LOW
